label_scope,config,n_news,gold_positive_pairs,gold_mean_labels,gold_empty_news,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,source,threshold
all,full_balanced_recall_v2@0.35,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.35
all,full_balanced_recall_v2@0.40,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.4
all,full_balanced_recall_v2@0.45,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.45
all,full_balanced_recall_v2@0.50,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.5
all,full_balanced_recall_v2@0.55,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.55
all,full_balanced_recall_v2@0.60,739,2010,2.719891745602165,33,324,0.43843031123139375,0.8580246913580247,0.1383084577114428,0.23821765209940018,0.1297845806197495,0.2410829735592929,0.9968051118210862,0.44192634560906513,0.6123650637880275,1,394,full_balanced_recall_v2,0.6
all,full_balanced_recall_v2@0.70,739,2010,2.719891745602165,33,89,0.12043301759133965,0.898876404494382,0.03980099502487562,0.07622677465459743,0.030303568379513163,0.1061569688768606,0.9887640449438202,0.12464589235127478,0.22138364779874214,1,618,full_balanced_recall_v2,0.7
all,full_balanced_recall_v2@0.80,739,2010,2.719891745602165,33,87,0.11772665764546685,0.896551724137931,0.03880597014925373,0.07439198855507868,0.029929600341945944,0.10426251691474966,0.9885057471264368,0.12181303116147309,0.21689785624211855,1,620,full_balanced_recall_v2,0.8
all,full_balanced_recall_v2@0.90,739,2010,2.719891745602165,33,87,0.11772665764546685,0.896551724137931,0.03880597014925373,0.07439198855507868,0.029929600341945944,0.10426251691474966,0.9885057471264368,0.12181303116147309,0.21689785624211855,1,620,full_balanced_recall_v2,0.9
all,search_production_v1@default_is_relevant,237,656,2.7679324894514767,10,78,0.3291139240506329,0.6538461538461539,0.07774390243902439,0.13896457765667575,0.1299346543236885,0.13803496081977093,0.9733333333333334,0.32158590308370044,0.48344370860927155,2,154,search_production_v1,default
